Wall time,Step,Value
1755644566.6294806,4,-0.6059042811393738
1755644597.8461335,18,-0.17198435962200165
1755644647.0179307,40,0.19661740958690643
1755644662.7592049,47,0.2651037573814392
1755644664.9871607,48,0.2643011212348938
1755644696.1474247,62,0.35323652625083923
1755644698.2976534,63,0.39960506558418274
1755644706.9963677,67,0.38115593791007996
1755644716.0019495,71,0.43846356868743896
1755644729.134143,77,0.48141711950302124
1755644740.0334344,82,0.4807078242301941
1755644755.601106,89,0.48644042015075684
1755644777.8116221,99,0.5432507395744324
1755644786.5461307,103,0.5507987141609192
1755644795.2295702,107,0.5873934030532837
1755644826.1407645,121,0.628793478012085
1755644835.1885269,125,0.6476297974586487
1755644837.379114,126,0.6775144934654236
1755644841.7999322,128,0.6532177925109863
1755644846.1335578,130,0.6528716087341309
1755644877.1521394,144,0.7153874039649963
1755644883.6238317,147,0.699049174785614
1755644905.6971965,157,0.7599443793296814
1755644912.2458696,160,0.7780051231384277
1755644916.6454375,162,0.7743075489997864
1755644921.0374308,164,0.7679011225700378
1755644938.8128,172,0.7852922081947327
1755644949.5692763,177,0.8139700889587402
1755644980.165668,191,0.8848095536231995
1755645006.5235476,203,0.9295567870140076
1755645010.8629167,205,0.9283915758132935
1755645028.4801064,213,0.8693942427635193
1755645063.4855938,229,0.9447948932647705
1755645096.173394,244,0.9746128916740417
1755645098.3419187,245,0.9667404890060425
1755645126.6202433,258,0.9940773844718933
1755645128.7916255,259,1.0557188987731934
1755645154.8762546,271,1.0867044925689697
1755645161.3344538,274,1.1085772514343262
1755645178.9474847,282,1.0675498247146606
1755645185.3333478,285,1.0597766637802124
1755645207.1367638,295,0.9889102578163147
1755645235.2962034,308,1.139182448387146
1755645252.5142655,316,1.0900084972381592
1755645259.170661,319,1.1269601583480835
1755645265.5581443,322,1.2300704717636108
1755645315.3716815,345,1.1874576807022095
1755645317.8212726,346,1.3116799592971802
1755645343.3939633,358,1.1776785850524902
1755645356.5330226,364,1.3198317289352417
1755645360.841564,366,1.215484857559204
1755645386.95632,378,1.2537572383880615
1755645403.993536,386,1.4245673418045044
1755645412.820166,390,1.3102669715881348
1755645417.0300148,392,1.4233112335205078
1755645438.7389107,402,1.3748725652694702
1755645443.060045,404,1.415274739265442
1755645466.4444628,415,1.2650707960128784
1755645481.7500255,422,1.3689134120941162
1755645512.0260222,436,1.4735474586486816
1755645514.1786726,437,1.3646717071533203
1755645518.449271,439,1.4459218978881836
1755645533.6751661,446,1.5448578596115112
1755645565.8650568,461,1.4728409051895142
1755645574.3258417,465,1.5056889057159424
1755645593.6554914,474,1.6664427518844604
1755645595.7969985,475,1.54356050491333
1755645606.3778172,480,1.4427012205123901
1755645608.5065546,481,1.5907679796218872
1755645621.4773083,487,1.7495431900024414
1755645670.5423207,510,1.7510758638381958
1755645674.7705498,512,1.76002836227417
1755645676.9170253,513,1.6459800004959106
1755645679.2187295,514,1.5903425216674805
1755645685.7304027,517,1.9606163501739502
1755645690.006816,519,1.8663443326950073
1755645719.989776,533,1.8290702104568481
1755645722.0920808,534,1.6968055963516235
1755645726.317606,536,1.8312463760375977
1755645730.5753846,538,1.9307218790054321
1755645734.8202233,540,1.7996200323104858
1755645743.619354,544,1.9259259700775146
1755645747.8596206,546,2.044764995574951
1755645760.6165228,552,2.012117624282837
1755645769.0709088,556,2.1204845905303955
1755645782.134162,562,1.8448572158813477
1755645786.399746,564,2.0806615352630615
1755645794.8572583,568,2.230609655380249
1755645828.9996655,584,2.311897039413452
1755645841.9775596,590,2.023756265640259
1755645850.5141516,594,2.2203891277313232
1755645854.74023,596,2.2987027168273926
1755645893.678571,614,2.3374600410461426
1755645912.7156491,623,2.5085270404815674
1755645923.6327786,628,3.1621315479278564
1755645925.733889,629,2.932685613632202
1755645942.5397563,637,2.6593966484069824
1755645955.594088,643,3.2706053256988525
1755645957.7173123,644,2.6461904048919678
1755645987.8262594,658,3.4587039947509766
1755646006.8511126,667,3.216632604598999
1755646024.171487,675,2.7113399505615234
1755646026.3119242,676,2.943202257156372
1755646060.7572975,692,3.6260628700256348
1755646064.9558775,694,4.695560455322266
1755646122.60262,721,3.681220054626465
1755646131.023647,725,4.567906856536865
1755646137.6808543,728,4.114153861999512
1755646144.1064658,731,4.510734558105469
1755646171.8026025,744,4.627379894256592
1755646214.3958237,764,5.084583759307861
1755646237.920394,775,5.161426067352295
1755646240.0051236,776,6.028324127197266
1755646252.7152827,782,7.10572624206543
1755646265.9023304,788,9.822410583496094
1755646300.1208894,804,11.461366653442383
